,Age,Gender,Income Quintile,Race and Ethnicity,Region,Affinity,Familiarity,Previously Purchased,Channel: WXP,Channel: RCQ,Channel: MegaNews,Channel: The Springfield Times,Channel: The Springfield Journal,Channel: The Springfield Post,Channel: The Franklin Burgher,Channel: GolfMAX,Channel: Sloth Magazine,Channel: GlitzNGlam,Channel: Cooking with Kevin,Channel: The Coffee Channel
9037,25-54,Male,1,Non-Hispanic White,Midwest,Strongly dislike,Somewhat familiar,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No
9038,65+,Female,2,Hispanic,Midwest,Neutral,Somewhat familiar,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No
9039,25-54,Female,4,Hispanic,Northeast,Dislike,Somewhat familiar,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No
9040,25-54,Male,1,Other,Northeast,Dislike,Very familiar,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes
9041,15-24,Male,1,Non-Hispanic White,Midwest,Dislike,Very familiar,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No
9042,25-54,Female,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No
9043,25-54,Female,4,Black,West,Like,Somewhat familiar,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No
9044,15-24,Female,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No
9045,25-54,Female,3,Non-Hispanic White,Northeast,Neutral,Somewhat familiar,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No
9046,55-64,Male,1,Black,Northeast,Strongly dislike,Very familiar,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No
9047,25-54,Male,1,Non-Hispanic White,West,Dislike,Somewhat familiar,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes
9048,15-24,Male,5,Non-Hispanic White,Midwest,Dislike,Somewhat familiar,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No
9049,15-24,Male,2,Non-Hispanic White,South,Neutral,Somewhat familiar,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No
9050,25-54,Female,4,Black,South,Neutral,Unfamiliar,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No
9051,55-64,Male,5,Hispanic,South,Neutral,Unfamiliar,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No
9052,65+,Male,2,Hispanic,South,Strongly like,Somewhat familiar,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No
9053,15-24,Male,3,Asian,South,Like,Somewhat familiar,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No
9054,55-64,Male,1,Non-Hispanic White,South,Dislike,Somewhat familiar,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No
9055,25-54,Male,1,Other,West,Dislike,Somewhat familiar,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
9056,55-64,Female,2,Non-Hispanic White,Northeast,Dislike,Somewhat familiar,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No
9057,25-54,Female,5,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No
9058,65+,Male,2,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No
9059,15-24,Female,5,Black,South,Neutral,Unfamiliar,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No
9060,25-54,Female,2,Non-Hispanic White,Northeast,Neutral,Unfamiliar,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No
9061,65+,Male,1,Black,South,Strongly like,Somewhat familiar,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No
9062,55-64,Male,1,Non-Hispanic White,West,Dislike,Very familiar,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes
9063,65+,Female,2,Other,South,Neutral,Unfamiliar,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No
9064,55-64,Male,3,Hispanic,West,Neutral,Somewhat familiar,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes
9065,25-54,Male,1,Non-Hispanic White,West,Neutral,Somewhat familiar,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No
9066,25-54,Male,5,Non-Hispanic White,Midwest,Like,Very familiar,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes
9067,25-54,Female,4,Non-Hispanic White,Midwest,Neutral,Unfamiliar,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes
9068,25-54,Female,4,Non-Hispanic White,South,Neutral,Unfamiliar,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No
9069,25-54,Female,2,Non-Hispanic White,Midwest,Strongly dislike,Somewhat familiar,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No
9070,25-54,Male,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No
9071,55-64,Female,1,Hispanic,Midwest,Strongly dislike,Somewhat familiar,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes
9072,15-24,Male,2,Non-Hispanic White,South,Neutral,Somewhat familiar,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes
9073,65+,Male,3,Black,West,Neutral,Somewhat familiar,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes
9074,65+,Female,5,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No
9075,65+,Female,3,Non-Hispanic White,Midwest,Neutral,Somewhat familiar,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No
9076,55-64,Female,4,Other,South,Neutral,Unfamiliar,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No
9077,15-24,Male,2,Non-Hispanic White,Northeast,Strongly dislike,Very familiar,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No
9078,25-54,Male,4,Hispanic,South,Like,Very familiar,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No
9079,25-54,Male,1,Non-Hispanic White,Northeast,Dislike,Very familiar,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No
9080,25-54,Male,2,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No
9081,25-54,Male,1,Non-Hispanic White,Northeast,Strongly dislike,Very familiar,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No
9082,65+,Male,4,Black,West,Strongly like,Very familiar,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No
9083,25-54,Male,1,Black,Midwest,Neutral,Somewhat familiar,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No
9084,25-54,Female,1,Black,Midwest,Dislike,Somewhat familiar,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No
9085,65+,Female,5,Black,South,Neutral,Unfamiliar,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No
9086,25-54,Female,3,Hispanic,Northeast,Dislike,Somewhat familiar,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No
9087,65+,Female,5,Non-Hispanic White,Northeast,Like,Somewhat familiar,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No
9088,15-24,Female,5,Non-Hispanic White,Midwest,Neutral,Unfamiliar,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No
9089,25-54,Male,1,Hispanic,South,Neutral,Unfamiliar,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No
9090,25-54,Female,4,Black,Northeast,Neutral,Somewhat familiar,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No
9091,55-64,Male,2,Hispanic,South,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No
9092,65+,Male,2,Non-Hispanic White,Northeast,Strongly dislike,Somewhat familiar,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No
9093,25-54,Female,1,Black,Midwest,Neutral,Somewhat familiar,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No
9094,25-54,Male,4,Non-Hispanic White,West,Like,Very familiar,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes
9095,25-54,Male,4,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No
9096,65+,Male,4,Other,Midwest,Strongly like,Very familiar,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No
9097,25-54,Female,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
9098,25-54,Female,2,Hispanic,South,Neutral,Unfamiliar,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No
9099,25-54,Female,1,Hispanic,Midwest,Neutral,Unfamiliar,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes
9100,25-54,Male,4,Hispanic,Midwest,Neutral,Very familiar,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
9101,15-24,Male,3,Non-Hispanic White,West,Dislike,Somewhat familiar,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes
9102,55-64,Female,5,Hispanic,South,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No
9103,25-54,Female,4,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No
9104,55-64,Male,3,Black,Northeast,Dislike,Very familiar,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No
9105,55-64,Female,1,Black,South,Neutral,Unfamiliar,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes
9106,25-54,Male,4,Non-Hispanic White,Midwest,Neutral,Somewhat familiar,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No
9107,65+,Male,5,Black,Midwest,Like,Very familiar,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No
9108,25-54,Male,1,Non-Hispanic White,Midwest,Neutral,Unfamiliar,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No
9109,55-64,Male,4,Asian,Midwest,Dislike,Somewhat familiar,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
9110,55-64,Male,5,Other,West,Neutral,Somewhat familiar,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No
9111,15-24,Female,1,Hispanic,West,Neutral,Unfamiliar,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No
9112,25-54,Female,2,Hispanic,Northeast,Dislike,Somewhat familiar,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
9113,25-54,Female,3,Non-Hispanic White,Midwest,Dislike,Somewhat familiar,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No
9114,15-24,Male,2,Non-Hispanic White,West,Neutral,Somewhat familiar,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes
9115,55-64,Male,1,Hispanic,South,Like,Somewhat familiar,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No
9116,65+,Female,3,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
9117,25-54,Female,2,Asian,South,Neutral,Unfamiliar,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No
9118,25-54,Male,4,Black,Northeast,Neutral,Very familiar,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No
9119,25-54,Female,2,Hispanic,South,Strongly dislike,Somewhat familiar,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No
9120,25-54,Male,5,Black,Midwest,Like,Very familiar,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes
9121,25-54,Male,5,Hispanic,West,Neutral,Very familiar,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes
9122,25-54,Male,3,Non-Hispanic White,West,Strongly dislike,Somewhat familiar,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes
9123,65+,Male,2,Non-Hispanic White,West,Like,Somewhat familiar,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes
9124,55-64,Female,1,Non-Hispanic White,West,Neutral,Unfamiliar,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No
9125,25-54,Male,5,Non-Hispanic White,Northeast,Dislike,Very familiar,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No
9126,25-54,Male,1,Non-Hispanic White,Midwest,Like,Somewhat familiar,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No
9127,55-64,Male,4,Non-Hispanic White,Midwest,Like,Very familiar,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No
9128,55-64,Other,4,Other,West,Neutral,Unfamiliar,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No
9129,65+,Male,1,Black,South,Neutral,Unfamiliar,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No
9130,25-54,Male,5,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes
9131,25-54,Female,5,Hispanic,West,Neutral,Unfamiliar,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes
9132,25-54,Male,3,Non-Hispanic White,Midwest,Neutral,Somewhat familiar,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No
9133,15-24,Male,5,Non-Hispanic White,Midwest,Dislike,Somewhat familiar,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No
9134,55-64,Female,4,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No
9135,25-54,Female,3,Non-Hispanic White,West,Neutral,Unfamiliar,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No
9136,15-24,Female,1,Non-Hispanic White,Northeast,Strongly dislike,Somewhat familiar,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
9137,25-54,Male,1,Non-Hispanic White,South,Dislike,Somewhat familiar,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No
9138,25-54,Male,3,Non-Hispanic White,Midwest,Neutral,Unfamiliar,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
9139,25-54,Female,2,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No
9140,15-24,Male,5,Other,South,Neutral,Unfamiliar,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No
9141,15-24,Male,5,Hispanic,South,Neutral,Unfamiliar,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes
9142,25-54,Female,5,Non-Hispanic White,Northeast,Neutral,Very familiar,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No
9143,25-54,Male,2,Non-Hispanic White,West,Dislike,Somewhat familiar,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No
9144,55-64,Female,4,Non-Hispanic White,Northeast,Neutral,Very familiar,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No
9145,25-54,Male,1,Non-Hispanic White,Midwest,Strongly dislike,Somewhat familiar,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No
9146,25-54,Male,5,Black,Midwest,Strongly like,Somewhat familiar,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No
9147,25-54,Female,2,Hispanic,South,Neutral,Unfamiliar,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes
9148,25-54,Male,2,Hispanic,South,Neutral,Somewhat familiar,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No
9149,25-54,Female,2,Hispanic,West,Dislike,Somewhat familiar,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No
9150,15-24,Female,5,Non-Hispanic White,Midwest,Dislike,Somewhat familiar,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No
9151,25-54,Female,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No
9152,25-54,Male,5,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No
9153,25-54,Female,1,Non-Hispanic White,West,Neutral,Unfamiliar,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No
9154,25-54,Male,5,Hispanic,South,Neutral,Unfamiliar,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No
9155,25-54,Female,2,Black,South,Neutral,Unfamiliar,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No
9156,15-24,Female,2,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No
9157,55-64,Female,3,Asian,South,Neutral,Unfamiliar,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No
9158,15-24,Female,1,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No
9159,15-24,Female,4,Hispanic,South,Neutral,Unfamiliar,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No
9160,25-54,Male,5,Non-Hispanic White,Midwest,Like,Very familiar,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
9161,25-54,Male,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
9162,25-54,Female,1,Non-Hispanic White,Midwest,Strongly dislike,Somewhat familiar,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes
9163,25-54,Male,4,Non-Hispanic White,Northeast,Dislike,Very familiar,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No
9164,55-64,Female,3,Non-Hispanic White,South,Neutral,Somewhat familiar,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No
9165,55-64,Male,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No
9166,65+,Male,2,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No
9167,65+,Male,1,Non-Hispanic White,South,Neutral,Somewhat familiar,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes
9168,25-54,Female,3,Hispanic,South,Strongly dislike,Somewhat familiar,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No
9169,65+,Male,5,Non-Hispanic White,South,Strongly like,Somewhat familiar,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No
9170,15-24,Female,1,Black,Midwest,Strongly dislike,Somewhat familiar,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No
9171,65+,Female,5,Non-Hispanic White,West,Strongly like,Somewhat familiar,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No
9172,55-64,Male,4,Hispanic,Northeast,Like,Somewhat familiar,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No
9173,65+,Female,5,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No
9174,25-54,Female,5,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No
9175,25-54,Male,1,Non-Hispanic White,Midwest,Dislike,Somewhat familiar,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes
9176,55-64,Female,4,Hispanic,South,Neutral,Unfamiliar,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No
9177,25-54,Male,1,Asian,Northeast,Strongly dislike,Very familiar,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes
9178,25-54,Female,2,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No
9179,25-54,Male,3,Non-Hispanic White,Northeast,Dislike,Very familiar,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
9180,15-24,Female,2,Hispanic,West,Neutral,Unfamiliar,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No
9181,25-54,Male,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes
9182,25-54,Male,3,Non-Hispanic White,Northeast,Strongly dislike,Very familiar,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No
9183,65+,Female,5,Non-Hispanic White,South,Neutral,Somewhat familiar,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No
9184,15-24,Female,5,Non-Hispanic White,West,Strongly dislike,Somewhat familiar,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes
9185,65+,Female,3,Asian,South,Neutral,Unfamiliar,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No
9186,25-54,Male,1,Other,South,Neutral,Somewhat familiar,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No
9187,65+,Male,4,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
9188,25-54,Male,3,Non-Hispanic White,Northeast,Dislike,Very familiar,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No
9189,15-24,Female,5,Non-Hispanic White,South,Neutral,Unfamiliar,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No
9190,25-54,Male,4,Non-Hispanic White,South,Dislike,Very familiar,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes
9191,15-24,Male,3,Non-Hispanic White,Northeast,Dislike,Somewhat familiar,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
9192,55-64,Male,5,Hispanic,South,Neutral,Unfamiliar,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No
9193,25-54,Male,2,Black,West,Neutral,Somewhat familiar,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No
9194,65+,Male,2,Black,West,Neutral,Somewhat familiar,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No
9195,25-54,Male,4,Hispanic,Midwest,Like,Somewhat familiar,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No
9196,15-24,Female,3,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No
9197,25-54,Male,5,Other,South,Neutral,Unfamiliar,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No
9198,25-54,Female,3,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No
9199,15-24,Male,4,Black,Midwest,Neutral,Very familiar,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes
9200,65+,Male,1,Asian,South,Neutral,Unfamiliar,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No
9201,25-54,Female,2,Non-Hispanic White,West,Neutral,Unfamiliar,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No
9202,25-54,Female,1,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No
9203,25-54,Female,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No
9204,25-54,Male,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No
9205,25-54,Male,2,Hispanic,South,Neutral,Somewhat familiar,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes
9206,25-54,Male,4,Hispanic,South,Neutral,Unfamiliar,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No
9207,15-24,Male,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No
9208,25-54,Female,4,Hispanic,Midwest,Neutral,Somewhat familiar,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No
9209,55-64,Female,4,Asian,West,Neutral,Unfamiliar,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No
9210,65+,Female,3,Non-Hispanic White,West,Like,Somewhat familiar,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No
9211,55-64,Male,3,Hispanic,South,Neutral,Somewhat familiar,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes
9212,25-54,Male,5,Non-Hispanic White,Midwest,Neutral,Very familiar,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No
9213,55-64,Male,1,Hispanic,Midwest,Strongly dislike,Very familiar,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes
9214,25-54,Female,1,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No
9215,55-64,Male,1,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No
9216,25-54,Male,3,Non-Hispanic White,West,Strongly dislike,Somewhat familiar,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No
9217,25-54,Female,4,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No
9218,55-64,Male,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
9219,25-54,Female,3,Black,Northeast,Strongly dislike,Somewhat familiar,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes
9220,65+,Female,5,Asian,Northeast,Dislike,Very familiar,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No
9221,25-54,Female,4,Black,South,Like,Somewhat familiar,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No
9222,25-54,Male,2,Non-Hispanic White,West,Neutral,Somewhat familiar,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
9223,25-54,Female,5,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No
9224,25-54,Female,3,Non-Hispanic White,Midwest,Neutral,Unfamiliar,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
9225,25-54,Female,3,Black,West,Neutral,Unfamiliar,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No
9226,25-54,Female,5,Non-Hispanic White,Midwest,Strongly dislike,Somewhat familiar,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No
9227,25-54,Female,4,Non-Hispanic White,Northeast,Dislike,Somewhat familiar,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
9228,25-54,Female,2,Hispanic,West,Neutral,Unfamiliar,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No
9229,65+,Male,1,Non-Hispanic White,Northeast,Like,Very familiar,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No
9230,25-54,Female,3,Hispanic,Midwest,Neutral,Unfamiliar,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No
9231,55-64,Male,1,Non-Hispanic White,West,Neutral,Somewhat familiar,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No
9232,25-54,Male,5,Non-Hispanic White,Midwest,Dislike,Somewhat familiar,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No
9233,25-54,Male,3,Asian,Northeast,Dislike,Very familiar,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes
9234,25-54,Male,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No
9235,25-54,Male,3,Other,Midwest,Neutral,Very familiar,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes
9236,25-54,Male,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No
